Time Series(unit:MWh);BJ;TJ;HB;SX;NM;LN;JL;HL;SH;JS;ZJ;AH;FJ;JX;SD;HA;HB;HN;GD;GX;HI;CQ;SC;GZ;YN;XZ;SN;GS;QH;NX;XJ
2194;10622.79188;9047.758629;39460.76906;22848.22787;35647.41947;26205.61262;8793.389345;11171.28529;15813.03672;66058.28734;54365.1434;20181.34669;24302.81771;13941.87361;65565.10013;32400.58401;19199.41549;15876.49003;74447.28916;17996.56325;3799.759157;10421.16552;23773.6471;17917.61331;19929.33365;854.9422291;15964.69449;13834.72581;8429.637431;11575.31117;29223.6171
2195;11226.08307;9373.679248;41293.44524;23578.68478;36096.51713;27340.0074;9123.862918;11498.82532;16567.15848;68855.38288;57045.89203;21207.10085;26766.74718;15297.41494;67082.30411;34020.75827;20146.77369;17501.41625;78916.98096;19424.05695;4348.158038;11303.22485;25687.6681;18657.33923;21108.97517;915.1916357;16900.11159;14059.69796;8003.277775;11515.21931;29458.13394
2196;11541.91889;9692.579626;43658.97728;24751.471;36911.36131;27329.38541;9278.69546;12221.11699;16802.30819;69723.49475;56190.23425;22246.91366;28735.54844;16504.48415;68284.72711;35758.9584;20881.52149;18877.96476;81747.31846;20379.61694;4253.200595;11908.11144;27635.08934;19298.13135;21399.11856;944.547513;17827.12418;14201.35773;8143.514349;11575.10438;30174.42492
2197;11511.14879;9300.254857;43331.51072;25769.55377;36688.66061;26255.37182;8689.775442;11248.59527;16886.85088;68476.35067;53162.75238;22127.53437;27383.15054;15232.23069;67772.49961;37058.71355;21007.27806;18846.77029;74911.84418;19476.1688;3733.187888;11569.02727;28419.55429;18523.15869;20450.53377;908.8127263;18239.16362;14612.61862;8187.181319;11633.32193;30371.643
2198;11397.25904;9378.222958;41913.59021;24916.9199;35949.63889;26472.68913;8788.509175;10824.9389;17015.97058;70524.43334;56990.86163;22858.17486;26931.7113;15575.21712;67580.15794;37837.40984;21956.38617;19129.06698;73161.11541;19353.83047;3454.89399;11703.51131;28855.06503;17030.52953;18858.52507;857.1941791;18625.48001;14169.74907;8522.054276;11794.42038;30433.256
2199;11370.3;9573.325713;42390.10151;24522.53245;35779.1823;27120.84236;8867.240275;11020.82441;17071.40023;70545.76144;58390.17978;22854.52982;27985.4478;16158.64292;68379.65609;37407.10637;22249.5962;19125.50573;81531.96492;20015.0706;3379.333438;12113.0505;29197.86207;17005.95009;18845.43809;820.5005338;18550.5853;13986.6656;8551.779038;11766.90421;30274.84768
2200;11256.20342;9617.858875;43426.20507;24786.36736;36344.21484;26929.78695;8984.514127;11043.84051;16771.07691;70578.57441;57987.9887;22697.72236;27831.09284;16271.75801;68788.51396;37048.26512;22204.4341;18541.14514;83320.42384;20775.21272;3359.645987;12314.78954;29315.1103;17227.95965;19155.42754;824.2826498;18550.1193;13907.20254;8709.268101;11933.18141;30042.06364
2201;11415.22797;9613.595732;43097.39011;24945.28036;36576.92419;27258.56607;9129.371717;11665.29479;16765.86947;69774.51366;57720.57887;22449.46693;28008.79403;16299.4924;68137.63346;36735.20112;21956.62938;18314.25852;83236.56442;20681.1386;3476.032243;12614.29752;28968.58212;16985.89993;19595.88018;840.5630643;18453.41398;14033.93952;8651.864986;11926.07725;30171.76332
2202;11482.91696;9569.374435;43844.61576;25791.73006;37541.39079;26612.80501;9276.405943;12326.44977;16299.52762;67953.06156;55062.60576;22171.29896;27905.08585;16230.94737;67681.04835;36145.34377;21505.35208;18662.14014;81927.50963;21114.57535;3975.758217;12494.77178;28703.958;18272.513;20968.09663;877.645265;18434.32319;14547.88283;8378.757254;12368.68527;30341.58268
2203;11257.32599;9240.91997;43129.30842;25798.19383;37885.41364;25902.83398;8926.152486;11628.66951;15581.67559;65301.90411;49952.69384;21226.62385;26940.14959;15459.49481;66298.32596;35715.64705;20138.41518;17690.38698;72899.15396;20123.34614;3969.88243;11917.1446;27615.85546;18614.25336;21498.44757;877.5784748;18051.52325;14799.00636;8346.057616;12533.34804;30433.23867
2204;11029.21056;8898.987925;42221.58178;25529.4229;37972.62742;25562.25071;8773.027867;11390.5499;15457.04157;65512.04148;49426.68876;21356.42773;26428.34111;14881.55385;65273.2733;34933.72162;19180.8129;17039.14555;73106.11192;19282.06757;3935.843402;11169.1632;26662.41527;18217.58964;20497.83357;865.8890626;17470.89791;14569.12552;8585.157849;12533.17485;30825.49295
2205;11229.19375;9010.625856;42835.85584;26129.40201;37764.25566;26435.30088;8943.042859;11525.66469;15494.17209;68089.01582;50774.52563;23377.68285;26585.0546;16500.14279;65275.67323;35794.1063;20730.15062;18842.82322;74108.8705;20480.78914;4327.989931;11238.66183;26683.05089;18801.40896;20474.19873;877.235684;17978.24491;14265.44097;8516.475707;12629.14419;30757.24915
2206;11096.80048;8820.512748;43229.42176;25528.90888;37404.96482;26188.1938;8460.250753;10876.41469;15458.88948;68251.00919;51153.11439;23583.25268;26941.21954;17439.02603;64395.46985;36635.31864;21667.55262;19530.92626;73704.91147;20665.25171;4124.438914;11907.9434;28560.80666;18172.96657;20475.16927;984.6309681;18539.85841;14493.12424;8658.227618;12694.46964;30620.72176
2207;10372.48718;8453.911046;41956.59799;24961.83737;36830.352;27042.87368;7798.000021;9985.270885;15129.14727;66667.98385;50766.52543;22773.17633;27307.06468;17155.7455;63901.7584;36139.87423;21463.38064;18817.93601;72935.68829;20648.766;3793.369238;11438.38958;28071.42057;17058.57614;19677.76321;971.3151748;18088.15054;14062.71589;8322.433269;12437.30036;30956.24507
2208;9236.736723;8062.243797;39399.70853;23690.62158;35476.02631;25467.31946;7158.73838;9250.095154;14135.30029;63962.67165;48887.33976;21930.48953;26406.24069;15515.98013;62345.53636;34588.27109;20394.21444;17846.56638;70957.25355;19217.20162;3168.558784;10633.12892;26382.81367;15438.353;18245.67498;874.8891364;16858.26529;13859.92507;8220.541402;12107.15152;30948.41634
2209;8260.768836;7342.584219;35696.79714;22139.25929;34606.13591;24553.69564;6778.182363;8787.394378;13316.05853;61631.12131;44740.33783;21043.82006;23037.20573;13556.92237;63764.92345;33942.43037;19616.28186;18315.19948;66472.51733;15960.55222;4181.691623;11016.06646;23149.20508;13222.44944;16250.9479;748.8540286;16162.78428;13337.77501;8256.208986;11761.09086;29637.02146
2210;8080.199756;7178.257346;34909.93954;22069.38439;34290.73036;23755.8519;6529.304362;8574.034566;12799.46975;60877.86437;42964.8287;20336.61761;22767.97781;13772.40097;62704.14985;33697.39074;19147.81384;15507.02629;63129.58189;14883.33718;3704.842027;10168.0773;21952.12571;12201.78166;15735.27631;682.3879185;15293.66548;12847.24056;8234.781563;11591.33689;29228.23028
2211;7696.77447;7032.840287;33697.67538;21249.21792;34094.29688;23115.60292;6403.005126;8401.084178;12282.28773;59867.03372;41046.33164;19797.89929;21712.43454;12769.82086;61774.84938;32650.11124;18619.05819;14440.46293;60292.18209;14347.60215;3246.5445;9411.43463;21129.90049;11529.93953;15300.07408;660.9153821;14730.80505;12886.39887;8182.737647;11591.33863;28633.91732
2212;7468.716673;6878.87139;33497.2005;21075.1744;33742.90104;22866.95023;6218.185402;8340.939546;11901.09521;58669.3656;39381.05388;19233.76331;20990.24885;12098.74711;60555.74998;31653.18714;17910.86931;13718.83425;58135.70254;13500.72144;2904.819824;8772.265305;20303.40821;11334.72174;14883.35033;630.6375573;14255.84695;12917.8119;8083.430554;11507.51999;28281.98403
2213;7333.27388;6877.058545;33042.25585;20779.24102;33706.76211;22883.93652;6352.325904;8434.001683;11724.8745;57919.41524;38402.6373;18797.3343;20136.68243;11535.69797;59878.75464;30746.93056;17350.87047;13020.61566;55224.25958;12949.29685;2634.153692;8374.411203;19827.09367;11261.86121;14909.25628;621.9615322;13806.27905;12785.52053;8164.190608;11387.67032;28143.81734
2214;7392.43483;6795.64649;32792.95426;20903.68326;33999.77721;22898.43262;6809.025653;9262.596526;11721.65231;57794.54799;38247.67732;18561.32907;19527.29799;11078.80534;59869.4213;30367.00009;17042.7023;12490.92555;53858.19217;12679.37833;2542.389399;8097.712027;19940.96164;11458.04972;14665.75566;595.9628977;13563.61088;12604.65574;8212.333035;11385.97339;28023.46674
2215;7425.299764;7035.496489;34248.21319;21453.84253;34928.43972;24264.49415;7751.852518;10587.9651;11861.69119;58662.54025;39211.88951;18726.06557;20140.68175;11316.93704;61116.59818;30736.60414;16841.39226;12490.8076;53264.22158;13157.19336;2633.832354;7959.313156;19895.41135;11852.57755;15202.50584;618.1791755;13645.9304;12966.33601;8219.042907;11521.24024;28149.73651
2216;8435.385829;7525.341467;35595.74277;22760.46655;35623.14406;24892.69688;8041.49125;10949.35907;12564.83156;59300.43705;41975.11442;18797.87809;20147.95567;11190.37914;62073.55567;31487.31449;16941.32505;13180.31758;54343.91437;14555.7933;2794.168171;8002.506623;19855.06321;13588.93658;16550.02402;664.525932;14184.00627;13640.15543;8586.118447;11580.79761;28243.14693
2217;9647.45435;8234.554691;36702.87512;22359.06013;35412.52292;24647.5836;8325.220225;10987.09147;14266.04088;62615.95545;49828.01674;19457.60337;21645.36634;11613.80031;63604.42189;31634.48922;17575.00575;14138.03638;62145.45308;15517.4369;3061.195534;8805.062974;20433.56507;15817.31665;18164.98522;766.7629526;14736.68248;13684.88265;8448.463575;11297.95392;28753.76783
2218;11033.552;9212.201198;40413.20365;22913.12779;35888.88221;26503.92582;8911.999141;11201.35139;16285.34798;66655.6042;55012.6873;20378.47564;24370.56415;13894.72819;65704.46375;32676.55751;19343.38644;15964.19941;75580.06524;18154.92128;3814.360194;10511.84094;23721.13513;17790.13516;20030.15865;842.7109853;15958.33912;13737.43513;8455.251511;11523.4394;29360.25856
2219;11669.68191;9569.394474;42330.95198;23663.00688;36334.02922;27639.35954;9237.017263;11530.496;17071.3874;69425.04997;57725.14901;21380.36814;26799.99764;15204.59803;67253.91465;34385.50887;20321.25699;17588.80945;79752.91972;19582.21912;4369.019696;11417.49715;25684.40061;18531.13942;21209.86292;901.1153591;16915.46849;13966.47212;8017.307699;11459.54872;29583.00716
2220;12002.7095;9918.893905;44789.90312;24866.97639;37138.84067;27628.72782;9389.293833;12256.32608;17316.48964;70284.5804;56859.36885;22395.99224;28741.2349;16370.99813;68481.89416;36218.9533;21079.66943;18965.0901;82395.29128;20537.64799;4272.978202;12038.56571;27681.92566;19173.03892;21500.02176;929.572264;17863.99829;14110.69141;8161.354489;11523.21953;30263.35412
2221;11970.2645;9488.924883;44415.17538;25912.12905;36923.13407;26553.73059;8810.095695;11279.0401;17404.61055;69049.76456;53796.07208;22279.39002;27407.77111;15141.60999;67958.77969;37589.92825;21209.47634;18933.9017;76013.76864;19634.32382;3747.028935;11690.41033;28486.57355;18396.727;20551.38649;894.9317926;18285.60172;14529.38304;8206.207886;11585.11742;30450.67565
2222;11850.17543;9574.374161;42903.46716;25036.82444;36192.1984;26771.24693;8907.199534;10853.30829;17539.19514;71077.60157;57669.46761;22993.03394;26962.6522;15473.04037;67762.34996;38411.29304;22189.15317;19216.14345;74379.30775;19512.00227;3465.557984;11828.4921;28933.28923;16901.51838;18959.29309;844.8939732;18680.88503;14078.51165;8550.179314;11756.40001;30509.19686
2223;11821.74895;9788.197369;43422.83732;24631.95059;36021.66664;27419.99377;8984.630942;11050.15342;17596.97081;71098.71883;59085.3396;22989.4737;28001.63597;16036.80913;68578.84078;37957.41119;22491.80685;19212.5829;82194.23961;20173.15167;3389.134818;12248.9873;29284.90585;16876.89646;18946.20542;809.3240067;18604.25191;13892.12019;8580.711695;11727.14435;30358.73758
2224;11701.44179;9837.003566;44515.77288;24902.80062;36584.43697;27228.76339;9099.96884;11073.28228;17283.93652;71131.20744;58678.39063;22836.31397;27849.44205;16146.1131;68996.38859;37578.9073;22445.19018;18628.33601;83863.92494;20933.18949;3369.222612;12456.12328;29405.17068;17099.28969;19256.21136;812.9903019;18603.7751;13811.22138;8742.479723;11903.93307;30137.63483
2225;11869.12246;9832.331367;44177.19514;25065.93897;36814.99058;27557.84363;9242.435123;11697.78099;17278.50868;70335.09498;58407.81736;22593.8336;28024.65535;16172.91305;68331.67416;37248.68904;22189.40421;18401.49355;83785.63471;20839.12828;3486.937554;12763.64371;29049.72692;16856.81165;19696.68743;828.7721573;18504.82511;13940.24827;8683.51697;11896.37981;30260.82608
2226;11940.49594;9783.866959;45021.16379;25934.89499;37769.65717;26911.49114;9387.042111;12362.17487;16792.42925;68531.64825;55718.4006;22322.13653;27922.39912;16106.67747;67865.38471;36626.51057;21723.59225;18749.30748;82563.51575;21272.50556;3992.368491;12640.9204;28778.29447;18145.64816;21068.97689;864.7187804;18485.2912;14463.4776;8402.988924;12366.96813;30422.12377
2227;11702.62546;9423.89671;44282.60013;25941.53063;38107.6878;26200.86988;9042.570632;11660.97628;16044.19465;65906.69795;50548.03875;21399.43698;26970.97234;15361.21703;66453.27369;36173.26872;20312.62927;17777.7434;74134.74347;20281.41236;3986.425625;12047.84052;27662.19692;18487.9791;21599.35605;864.6540355;18093.60596;14719.13848;8369.400839;12542.04036;30509.1804
2228;11462.09311;9049.155684;43299.40069;25665.61333;38200.82067;25859.97467;8891.97379;11421.69015;15914.28559;66114.75808;50015.81108;21526.22129;26466.32939;14802.74831;65406.43438;35348.49785;19324.1847;17126.6287;74327.95711;19440.24922;3951.998002;11279.84908;26684.22635;18090.62989;20598.68881;853.3225912;17499.50353;14485.10411;8614.997405;12541.85623;30881.75106
2229;11672.96191;9171.505471;43973.83896;26281.54532;37993.32417;26733.82443;9059.182178;11557.46685;15952.98763;68666.25858;51379.59276;23500.45684;26620.84883;16366.80304;65408.88532;36256.02712;20923.42323;18929.9554;75264.12135;20638.80631;4348.621347;11351.20695;26705.39289;18675.45812;20575.05271;864.3217421;18018.62673;14175.93253;8544.449175;12643.89245;30816.93179
2230;11533.36212;8963.150675;44370.67737;25665.08563;37637.69558;26486.49105;8584.359995;10905.03626;15916.21171;68826.65062;51762.6602;23701.2446;26972.02732;17274.05302;64509.97394;37143.33351;21891.01691;19617.92453;74886.9897;20823.24357;4142.746555;12038.39317;28631.4601;18045.9297;20576.02331;968.4282334;18593.27603;14407.72962;8690.052474;12713.34756;30687.25544
2231;10769.62255;8561.372895;43005.87593;25082.93621;37068.4868;27341.95369;7933.041685;10009.52686;15572.51339;67259.27375;51371.49792;22910.01269;27332.75048;17000.3169;64005.76906;36620.74133;21680.269;18905.07303;74168.85151;20806.76012;3807.897326;11556.27782;28129.48294;16929.61345;19778.57482;955.5202129;18131.08342;13969.54457;8345.134621;12439.92085;31005.94194
2232;9572.050224;8132.124484;40324.13961;23777.91997;35728.95264;25764.95648;7304.332963;9270.749593;14536.60256;64580.70404;49470.08161;22086.92894;26444.53838;15415.79923;62416.4708;34984.11843;20576.66728;17933.89241;72321.80687;19375.39217;3175.953923;10729.47479;26397.43108;15306.59035;18346.4104;862.0470534;16872.65088;13763.0897;8240.47436;12088.90103;30998.50606
2233;8555.734875;7461.199363;36797.70519;22474.75314;35032.97113;24691.36943;6864.333378;8852.352076;13232.73697;61934.23643;45118.89802;21059.20724;22712.33927;12970.58818;63477.90461;33919.24572;19570.35114;18205.09639;66472.59787;16032.4956;4169.930605;11037.89152;23415.86295;13252.03451;16350.66954;726.5897781;16235.61277;13423.18425;8314.066134;11763.82487;29759.53359
2234;8362.821444;7302.718218;36002.544;22405.87564;34735.26008;23953.71455;6625.56092;8640.543359;12780.42111;61146.67666;43325.67641;20403.3362;22469.2042;13162.47623;62487.30718;33665.45319;19128.67916;15552.4421;63441.09066;15025.94621;3711.219271;10205.39527;22212.95037;12284.08267;15839.62142;661.1941376;15387.85364;12839.12446;8290.914421;11591.82966;29386.78227
2235;7953.183829;7162.474194;34769.23488;21597.41635;34557.55393;23361.76557;6504.389989;8468.850296;12327.58583;60089.81344;41388.04041;19903.72007;21515.96138;12269.65838;61619.48519;32580.76453;18630.16796;14544.94588;60868.02332;14525.35555;3270.354328;9462.576601;21386.71855;11646.94016;15408.32119;640.0674269;14838.82619;12885.7487;8234.682471;11591.83142;28844.86515
2236;7709.535182;7013.982552;34561.03219;21425.85715;34235.14383;23131.8711;6327.07476;8409.142907;11993.8205;58837.6043;39706.14982;19380.5312;20863.76802;11672.05363;60481.03612;31548.22999;17962.48698;13863.28159;58912.44164;13734.03048;2941.628072;8835.085012;20556.19888;11461.80507;14995.33375;610.2772415;14375.54077;12923.15094;8127.384021;11506.90613;28523.95901
2237;7564.833033;7012.234197;34105.46782;21134.14797;34204.78819;23147.57595;6455.768566;8501.528495;11839.52481;58053.50169;38717.97255;18975.77984;20092.92698;11170.647;59848.82786;30609.60164;17434.51968;13203.7309;56272.22901;13218.77951;2681.257457;8444.499775;20077.56332;11392.70768;15021.00744;601.7409481;13937.02155;12765.63688;8214.64293;11385.47411;28397.97337
2238;7628.038438;6933.718276;33842.63938;21256.8139;34475.24088;23160.97847;6893.924294;9324.099574;11836.70352;57922.94808;38561.46669;18756.90476;19542.60247;10763.77487;59840.11197;30216.09993;17143.97851;12703.37546;55033.42459;12966.56773;2592.983666;8172.855941;20191.98616;11578.76336;14779.69003;576.1610344;13700.31725;12550.2884;8266.659434;11383.75477;28288.23312
2239;7663.150137;7165.035905;35346.02015;21799.12011;35364.01301;24423.98513;7798.468237;10639.83291;11959.31905;58830.46813;39535.29786;18909.68407;20096.5387;10975.83596;61004.78104;30598.90636;16954.18326;12703.26404;54494.78837;13413.03794;2680.948342;8036.985642;20146.2139;11952.91443;15311.62774;598.0195081;13780.61367;12980.92666;8273.909258;11520.80753;28403.3707
2240;8742.289312;7637.455245;36710.71682;23087.09319;36009.51286;25004.79662;8076.346361;10998.5996;12574.97613;59497.41433;42326.08873;18976.28416;20103.10765;10863.1336;61898.43037;31376.43232;17048.39997;13354.5884;55473.89686;14719.8893;2835.185353;8079.389956;20105.66915;13599.59314;16647.06416;643.6198272;14305.46566;13783.21655;8670.523791;11581.15123;28488.54587
2241;10037.21919;8321.439074;37832.68687;22691.41651;35805.28411;24778.17454;8348.554691;11036.05769;14064.52445;62963.91928;50257.33165;19588.12411;21455.39325;11240.19871;63328.02113;31528.86417;17645.83458;14259.26796;62548.64339;15618.44878;3092.055609;8867.283462;20686.98998;15712.88077;18247.54573;744.2102701;14844.55918;13836.47146;8521.791672;11294.5732;28954.1494
